loan_size,interest_rate,homeowner,borrower_income,debt_to_income,num_of_accounts,derogatory_marks,total_debt,loan_status
7400.0,6.276,own,39700,0.24433249370277077,2,0,9700,low_risk
9200.0,7.055,mortgage,47000,0.3617021276595745,3,0,17000,low_risk
10500.0,7.579,own,51900,0.42196531791907516,4,1,21900,low_risk
9800.0,7.277,own,49100,0.3890020366598778,4,0,19100,low_risk
8600.0,6.778,own,44400,0.32432432432432434,3,0,14400,low_risk
9400.0,7.106,mortgage,47500,0.3684210526315789,3,0,17500,low_risk
10400.0,7.543,mortgage,51600,0.4186046511627907,4,1,21600,low_risk
8700.0,6.804,own,44600,0.3273542600896861,3,0,14600,low_risk
7800.0,6.428,own,41100,0.27007299270072993,2,0,11100,low_risk
9300.0,7.063,own,47100,0.3630573248407643,3,0,17100,low_risk
10300.0,7.496,mortgage,51100,0.41291585127201563,4,1,21100,low_risk
8400.0,6.7,own,43600,0.3119266055045872,3,0,13600,low_risk
10800.0,7.698,mortgage,53000,0.4339622641509434,5,1,23000,low_risk
9600.0,7.19,own,48300,0.37888198757763975,4,0,18300,low_risk
8600.0,6.767,mortgage,44300,0.3227990970654628,3,0,14300,low_risk
12400.0,8.404,own,59700,0.49748743718592964,6,1,29700,low_risk
8400.0,6.682,own,43500,0.3103448275862069,3,0,13500,low_risk
9400.0,7.11,mortgage,47500,0.3684210526315789,3,0,17500,low_risk
9800.0,7.272,own,49000,0.3877551020408163,4,0,19000,low_risk
7500.0,6.294,own,39800,0.24623115577889448,2,0,9800,low_risk
8500.0,6.751,mortgage,44100,0.3197278911564626,3,0,14100,low_risk
9200.0,7.054,mortgage,47000,0.3617021276595745,3,0,17000,low_risk
10400.0,7.539,mortgage,51500,0.4174757281553398,4,1,21500,low_risk
9000.0,6.939,rent,45900,0.3464052287581699,3,0,15900,low_risk
10200.0,7.449,own,50700,0.40828402366863903,4,1,20700,low_risk
9900.0,7.338,mortgage,49700,0.3963782696177062,4,0,19700,low_risk
7400.0,6.255,rent,39500,0.24050632911392406,2,0,9500,low_risk
11200.0,7.887,mortgage,54800,0.45255474452554745,5,1,24800,low_risk
7000.0,6.108,own,38100,0.2125984251968504,1,0,8100,low_risk
7800.0,6.425,own,41100,0.27007299270072993,2,0,11100,low_risk
10900.0,7.76,own,53600,0.44029850746268656,5,1,23600,low_risk
8700.0,6.824,mortgage,44800,0.33035714285714285,3,0,14800,low_risk
11100.0,7.838,mortgage,54400,0.4485294117647059,5,1,24400,low_risk
7100.0,6.134,own,38300,0.21671018276762402,1,0,8300,low_risk
7800.0,6.419,mortgage,41000,0.2682926829268293,2,0,11000,low_risk
9500.0,7.175,own,48100,0.3762993762993763,4,0,18100,low_risk
7800.0,6.449,mortgage,41300,0.2736077481840194,2,0,11300,low_risk
8600.0,6.778,mortgage,44400,0.32432432432432434,3,0,14400,low_risk
9800.0,7.305,mortgage,49300,0.39148073022312374,4,0,19300,low_risk
10000.0,7.355,own,49800,0.39759036144578314,4,0,19800,low_risk
9600.0,7.2,rent,48400,0.38016528925619836,4,0,18400,low_risk
12800.0,8.572,rent,61300,0.5106035889070146,7,1,31300,low_risk
11600.0,8.064,mortgage,56500,0.4690265486725664,5,1,26500,low_risk
8200.0,6.615,mortgage,42900,0.3006993006993007,2,0,12900,low_risk
9400.0,7.11,own,47500,0.3684210526315789,3,0,17500,low_risk
9400.0,7.118,own,47600,0.3697478991596639,3,0,17600,low_risk
8600.0,6.781,mortgage,44400,0.32432432432432434,3,0,14400,low_risk
10300.0,7.508,mortgage,51200,0.4140625,4,1,21200,low_risk
8700.0,6.822,mortgage,44800,0.33035714285714285,3,0,14800,low_risk
9000.0,6.929,own,45800,0.34497816593886466,3,0,15800,low_risk
9200.0,7.022,mortgage,46700,0.3576017130620985,3,0,16700,low_risk
8800.0,6.876,mortgage,45300,0.33774834437086093,3,0,15300,low_risk
7800.0,6.438,mortgage,41200,0.27184466019417475,2,0,11200,low_risk
9000.0,6.959,mortgage,46100,0.3492407809110629,3,0,16100,low_risk
8100.0,6.58,mortgage,42500,0.29411764705882354,2,0,12500,low_risk
7200.0,6.193,own,38900,0.22879177377892032,1,0,8900,low_risk
9800.0,7.283,own,49100,0.3890020366598778,4,0,19100,low_risk
7600.0,6.373,mortgage,40600,0.26108374384236455,2,0,10600,low_risk
9200.0,7.043,mortgage,46900,0.3603411513859275,3,0,16900,low_risk
10100.0,7.431,rent,50500,0.40594059405940597,4,1,20500,low_risk
8600.0,6.784,own,44400,0.32432432432432434,3,0,14400,low_risk
8400.0,6.679,mortgage,43400,0.3087557603686636,3,0,13400,low_risk
10400.0,7.543,mortgage,51600,0.4186046511627907,4,1,21600,low_risk
9600.0,7.225,own,48600,0.38271604938271603,4,0,18600,low_risk
8100.0,6.56,mortgage,42300,0.2907801418439716,2,0,12300,low_risk
10300.0,7.523,mortgage,51400,0.4163424124513619,4,1,21400,low_risk
9000.0,6.932,mortgage,45800,0.34497816593886466,3,0,15800,low_risk
10100.0,7.413,mortgage,50400,0.40476190476190477,4,1,20400,low_risk
8700.0,6.831,mortgage,44900,0.33184855233853006,3,0,14900,low_risk
11000.0,7.808,own,54100,0.4454713493530499,5,1,24100,low_risk
8400.0,6.702,own,43700,0.3135011441647597,3,0,13700,low_risk
8300.0,6.646,own,43100,0.3039443155452436,2,0,13100,low_risk
11000.0,7.805,rent,54000,0.4444444444444444,5,1,24000,low_risk
9800.0,7.307,mortgage,49400,0.39271255060728744,4,0,19400,low_risk
11200.0,7.905,mortgage,55000,0.45454545454545453,5,1,25000,low_risk
9500.0,7.154,own,47900,0.3736951983298539,4,0,17900,low_risk
11200.0,7.871,own,54700,0.4515539305301645,5,1,24700,low_risk
10600.0,7.638,mortgage,52500,0.42857142857142855,5,1,22500,low_risk
9700.0,7.236,mortgage,48700,0.3839835728952772,4,0,18700,low_risk
9600.0,7.222,mortgage,48600,0.38271604938271603,4,0,18600,low_risk
8100.0,6.586,rent,42600,0.29577464788732394,2,0,12600,low_risk
7700.0,6.394,mortgage,40800,0.2647058823529412,2,0,10800,low_risk
8800.0,6.883,mortgage,45400,0.3392070484581498,3,0,15400,low_risk
10600.0,7.637,mortgage,52500,0.42857142857142855,5,1,22500,low_risk
7800.0,6.441,own,41200,0.27184466019417475,2,0,11200,low_risk
9000.0,6.958,rent,46100,0.3492407809110629,3,0,16100,low_risk
10000.0,7.385,own,50100,0.40119760479041916,4,1,20100,low_risk
9100.0,6.982,mortgage,46300,0.35205183585313177,3,0,16300,low_risk
7700.0,6.391,mortgage,40700,0.2628992628992629,2,0,10700,low_risk
9900.0,7.348,own,49700,0.3963782696177062,4,0,19700,low_risk
9100.0,7.01,mortgage,46600,0.3562231759656652,3,0,16600,low_risk
8300.0,6.669,mortgage,43400,0.3087557603686636,3,0,13400,low_risk
7800.0,6.441,rent,41200,0.27184466019417475,2,0,11200,low_risk
9000.0,6.932,own,45800,0.34497816593886466,3,0,15800,low_risk
10800.0,7.723,own,53300,0.4371482176360225,5,1,23300,low_risk
10000.0,7.375,mortgage,50000,0.4,4,1,20000,low_risk
8700.0,6.812,own,44700,0.3288590604026846,3,0,14700,low_risk
7900.0,6.468,mortgage,41500,0.27710843373493976,2,0,11500,low_risk
10500.0,7.569,own,51800,0.42084942084942084,4,1,21800,low_risk
11200.0,7.899,own,54900,0.453551912568306,5,1,24900,low_risk
9600.0,7.189,mortgage,48300,0.37888198757763975,4,0,18300,low_risk
12100.0,8.287,mortgage,58600,0.4880546075085324,6,1,28600,low_risk
10800.0,7.718,own,53200,0.43609022556390975,5,1,23200,low_risk
9800.0,7.27,rent,49000,0.3877551020408163,4,0,19000,low_risk
6300.0,5.823,own,35400,0.15254237288135594,1,0,5400,low_risk
8200.0,6.612,own,42800,0.29906542056074764,2,0,12800,low_risk
9100.0,6.986,own,46300,0.35205183585313177,3,0,16300,low_risk
9400.0,7.101,own,47400,0.3670886075949367,3,0,17400,low_risk
9500.0,7.143,mortgage,47800,0.3723849372384937,4,0,17800,low_risk
10700.0,7.664,own,52700,0.4307400379506641,5,1,22700,low_risk
9300.0,7.07,mortgage,47100,0.3630573248407643,3,0,17100,low_risk
10000.0,7.37,own,49900,0.39879759519038077,4,0,19900,low_risk
9700.0,7.262,rent,48900,0.38650306748466257,4,0,18900,low_risk
8100.0,6.584,mortgage,42600,0.29577464788732394,2,0,12600,low_risk
8800.0,6.86,own,45200,0.336283185840708,3,0,15200,low_risk
9900.0,7.337,own,49600,0.3951612903225806,4,0,19600,low_risk
7800.0,6.458,own,41400,0.2753623188405797,2,0,11400,low_risk
9800.0,7.305,mortgage,49300,0.39148073022312374,4,0,19300,low_risk
8700.0,6.81,rent,44700,0.3288590604026846,3,0,14700,low_risk
9700.0,7.235,mortgage,48700,0.3839835728952772,4,0,18700,low_risk
11100.0,7.859,mortgage,54600,0.45054945054945056,5,1,24600,low_risk
12100.0,8.284,mortgage,58600,0.4880546075085324,6,1,28600,low_risk
8000.0,6.54,mortgage,42100,0.28741092636579574,2,0,12100,low_risk
9900.0,7.319,own,49500,0.3939393939393939,4,0,19500,low_risk
9200.0,7.015,mortgage,46600,0.3562231759656652,3,0,16600,low_risk
9400.0,7.102,own,47400,0.3670886075949367,3,0,17400,low_risk
10700.0,7.692,rent,53000,0.4339622641509434,5,1,23000,low_risk
9600.0,7.211,own,48500,0.38144329896907214,4,0,18500,low_risk
11400.0,7.972,mortgage,55600,0.460431654676259,5,1,25600,low_risk
11900.0,8.167,mortgage,57500,0.4782608695652174,6,1,27500,low_risk
10100.0,7.429,own,50500,0.40594059405940597,4,1,20500,low_risk
9100.0,6.991,mortgage,46400,0.35344827586206895,3,0,16400,low_risk
9800.0,7.278,mortgage,49100,0.3890020366598778,4,0,19100,low_risk
9800.0,7.286,mortgage,49200,0.3902439024390244,4,0,19200,low_risk
8100.0,6.568,mortgage,42400,0.29245283018867924,2,0,12400,low_risk
8700.0,6.819,rent,44800,0.33035714285714285,3,0,14800,low_risk
8900.0,6.898,mortgage,45500,0.34065934065934067,3,0,15500,low_risk
11100.0,7.845,own,54400,0.4485294117647059,5,1,24400,low_risk
10500.0,7.599,own,52100,0.42418426103646834,4,1,22100,low_risk
8400.0,6.709,rent,43700,0.3135011441647597,3,0,13700,low_risk
9200.0,7.022,mortgage,46700,0.3576017130620985,3,0,16700,low_risk
7000.0,6.091,own,37900,0.20844327176781002,1,0,7900,low_risk
9500.0,7.167,own,48000,0.375,4,0,18000,low_risk
11200.0,7.904,mortgage,55000,0.45454545454545453,5,1,25000,low_risk
18800.0,11.109,own,85100,0.6474735605170387,12,2,55100,low_risk
10800.0,7.713,mortgage,53200,0.43609022556390975,5,1,23200,low_risk
9400.0,7.137,own,47800,0.3723849372384937,3,0,17800,low_risk
8300.0,6.647,mortgage,43100,0.3039443155452436,2,0,13100,low_risk
9900.0,7.318,own,49500,0.3939393939393939,4,0,19500,low_risk
9000.0,6.946,mortgage,46000,0.34782608695652173,3,0,16000,low_risk
10100.0,7.42,own,50400,0.40476190476190477,4,1,20400,low_risk
10300.0,7.486,mortgage,51000,0.4117647058823529,4,1,21000,low_risk
8600.0,6.769,rent,44300,0.3227990970654628,3,0,14300,low_risk
9500.0,7.182,mortgage,48200,0.3775933609958506,4,0,18200,low_risk
8500.0,6.735,mortgage,44000,0.3181818181818182,3,0,14000,low_risk
8700.0,6.839,own,45000,0.3333333333333333,3,0,15000,low_risk
8100.0,6.584,mortgage,42600,0.29577464788732394,2,0,12600,low_risk
9300.0,7.074,own,47200,0.3644067796610169,3,0,17200,low_risk
9600.0,7.214,mortgage,48500,0.38144329896907214,4,0,18500,low_risk
10900.0,7.757,own,53600,0.44029850746268656,5,1,23600,low_risk
8800.0,6.871,rent,45300,0.33774834437086093,3,0,15300,low_risk
8600.0,6.781,mortgage,44400,0.32432432432432434,3,0,14400,low_risk
9900.0,7.315,rent,49400,0.39271255060728744,4,0,19400,low_risk
9800.0,7.285,own,49200,0.3902439024390244,4,0,19200,low_risk
9300.0,7.091,mortgage,47300,0.3657505285412262,3,0,17300,low_risk
10900.0,7.757,mortgage,53600,0.44029850746268656,5,1,23600,low_risk
8700.0,6.82,mortgage,44800,0.33035714285714285,3,0,14800,low_risk
10300.0,7.495,rent,51100,0.41291585127201563,4,1,21100,low_risk
6900.0,6.06,mortgage,37600,0.20212765957446807,1,0,7600,low_risk
12400.0,8.41,mortgage,59700,0.49748743718592964,6,1,29700,low_risk
8600.0,6.783,rent,44400,0.32432432432432434,3,0,14400,low_risk
9900.0,7.33,rent,49600,0.3951612903225806,4,0,19600,low_risk
9300.0,7.069,mortgage,47100,0.3630573248407643,3,0,17100,low_risk
9000.0,6.933,mortgage,45800,0.34497816593886466,3,0,15800,low_risk
7900.0,6.487,mortgage,41600,0.27884615384615385,2,0,11600,low_risk
7700.0,6.417,mortgage,41000,0.2682926829268293,2,0,11000,low_risk
8400.0,6.703,mortgage,43700,0.3135011441647597,3,0,13700,low_risk
11700.0,8.085,mortgage,56700,0.4708994708994709,6,1,26700,low_risk
11300.0,7.944,own,55400,0.4584837545126354,5,1,25400,low_risk
11300.0,7.92,own,55100,0.455535390199637,5,1,25100,low_risk
11300.0,7.924,own,55200,0.45652173913043476,5,1,25200,low_risk
11600.0,8.072,mortgage,56600,0.46996466431095407,5,1,26600,low_risk
9300.0,7.068,rent,47100,0.3630573248407643,3,0,17100,low_risk
9100.0,6.976,own,46200,0.35064935064935066,3,0,16200,low_risk
9300.0,7.062,mortgage,47100,0.3630573248407643,3,0,17100,low_risk
6800.0,6.009,mortgage,37100,0.19137466307277629,1,0,7100,low_risk
10900.0,7.764,mortgage,53700,0.441340782122905,5,1,23700,low_risk
8200.0,6.603,own,42700,0.297423887587822,2,0,12700,low_risk
9000.0,6.948,mortgage,46000,0.34782608695652173,3,0,16000,low_risk
9700.0,7.256,mortgage,48900,0.38650306748466257,4,0,18900,low_risk
9800.0,7.304,mortgage,49300,0.39148073022312374,4,0,19300,low_risk
7200.0,6.174,mortgage,38700,0.2248062015503876,1,0,8700,low_risk
11100.0,7.839,mortgage,54400,0.4485294117647059,5,1,24400,low_risk
10300.0,7.487,mortgage,51100,0.41291585127201563,4,1,21100,low_risk
9200.0,7.018,rent,46600,0.3562231759656652,3,0,16600,low_risk
8500.0,6.744,mortgage,44100,0.3197278911564626,3,0,14100,low_risk
10000.0,7.354,own,49800,0.39759036144578314,4,0,19800,low_risk
8500.0,6.74,own,44000,0.3181818181818182,3,0,14000,low_risk
9400.0,7.134,mortgage,47700,0.3710691823899371,3,0,17700,low_risk
10600.0,7.62,mortgage,52300,0.42638623326959846,5,1,22300,low_risk
8800.0,6.858,own,45100,0.3348115299334812,3,0,15100,low_risk
9900.0,7.35,own,49800,0.39759036144578314,4,0,19800,low_risk
10300.0,7.486,mortgage,51000,0.4117647058823529,4,1,21000,low_risk
12000.0,8.228,own,58000,0.4827586206896552,6,1,28000,low_risk
7800.0,6.461,mortgage,41400,0.2753623188405797,2,0,11400,low_risk
6600.0,5.924,own,36300,0.17355371900826447,1,0,6300,low_risk
7700.0,6.377,mortgage,40600,0.26108374384236455,2,0,10600,low_risk
9200.0,7.023,mortgage,46700,0.3576017130620985,3,0,16700,low_risk
10400.0,7.541,own,51600,0.4186046511627907,4,1,21600,low_risk
7800.0,6.423,mortgage,41000,0.2682926829268293,2,0,11000,low_risk
17000.0,10.343,mortgage,77900,0.6148908857509627,10,2,47900,low_risk
10300.0,7.485,mortgage,51000,0.4117647058823529,4,1,21000,low_risk
9600.0,7.193,mortgage,48300,0.37888198757763975,4,0,18300,low_risk
10700.0,7.671,mortgage,52800,0.4318181818181818,5,1,22800,low_risk
8700.0,6.833,mortgage,44900,0.33184855233853006,3,0,14900,low_risk
7900.0,6.475,mortgage,41500,0.27710843373493976,2,0,11500,low_risk
10500.0,7.579,own,51900,0.42196531791907516,4,1,21900,low_risk
8700.0,6.829,rent,44900,0.33184855233853006,3,0,14900,low_risk
11500.0,7.994,mortgage,55800,0.46236559139784944,5,1,25800,low_risk
9700.0,7.23,own,48600,0.38271604938271603,4,0,18600,low_risk
10100.0,7.431,mortgage,50500,0.40594059405940597,4,1,20500,low_risk
10400.0,7.547,mortgage,51600,0.4186046511627907,4,1,21600,low_risk
7800.0,6.458,mortgage,41400,0.2753623188405797,2,0,11400,low_risk
8700.0,6.842,mortgage,45000,0.3333333333333333,3,0,15000,low_risk
8200.0,6.625,own,42900,0.3006993006993007,2,0,12900,low_risk
8800.0,6.875,own,45300,0.33774834437086093,3,0,15300,low_risk
7900.0,6.48,own,41600,0.27884615384615385,2,0,11600,low_risk
9200.0,7.043,mortgage,46900,0.3603411513859275,3,0,16900,low_risk
9800.0,7.29,own,49200,0.3902439024390244,4,0,19200,low_risk
7800.0,6.419,own,41000,0.2682926829268293,2,0,11000,low_risk
7300.0,6.223,own,39200,0.23469387755102042,2,0,9200,low_risk
9600.0,7.224,mortgage,48600,0.38271604938271603,4,0,18600,low_risk
7900.0,6.487,mortgage,41600,0.27884615384615385,2,0,11600,low_risk
8900.0,6.924,mortgage,45800,0.34497816593886466,3,0,15800,low_risk
10300.0,7.508,mortgage,51200,0.4140625,4,1,21200,low_risk
9300.0,7.059,mortgage,47000,0.3617021276595745,3,0,17000,low_risk
10300.0,7.482,own,51000,0.4117647058823529,4,1,21000,low_risk
10200.0,7.444,mortgage,50600,0.40711462450592883,4,1,20600,low_risk
9300.0,7.072,own,47100,0.3630573248407643,3,0,17100,low_risk
10300.0,7.501,mortgage,51200,0.4140625,4,1,21200,low_risk
8300.0,6.639,mortgage,43100,0.3039443155452436,2,0,13100,low_risk
10500.0,7.586,own,52000,0.4230769230769231,4,1,22000,low_risk
11000.0,7.791,mortgage,53900,0.44341372912801486,5,1,23900,low_risk
10000.0,7.394,mortgage,50200,0.40239043824701193,4,1,20200,low_risk
10400.0,7.566,mortgage,51800,0.42084942084942084,4,1,21800,low_risk
11100.0,7.853,mortgage,54500,0.44954128440366975,5,1,24500,low_risk
10300.0,7.507,rent,51200,0.4140625,4,1,21200,low_risk
8700.0,6.801,mortgage,44600,0.3273542600896861,3,0,14600,low_risk
8700.0,6.839,mortgage,45000,0.3333333333333333,3,0,15000,low_risk
8700.0,6.815,mortgage,44700,0.3288590604026846,3,0,14700,low_risk
9000.0,6.936,mortgage,45900,0.3464052287581699,3,0,15900,low_risk
8300.0,6.671,mortgage,43400,0.3087557603686636,3,0,13400,low_risk
20000.0,11.613,own,89900,0.6662958843159066,13,2,59900,low_risk
8900.0,6.919,mortgage,45700,0.3435448577680525,3,0,15700,low_risk
11100.0,7.86,mortgage,54600,0.45054945054945056,5,1,24600,low_risk
10300.0,7.514,mortgage,51300,0.4152046783625731,4,1,21300,low_risk
9100.0,6.975,rent,46200,0.35064935064935066,3,0,16200,low_risk
8500.0,6.738,own,44000,0.3181818181818182,3,0,14000,low_risk
7800.0,6.429,mortgage,41100,0.27007299270072993,2,0,11100,low_risk
8900.0,6.891,mortgage,45400,0.3392070484581498,3,0,15400,low_risk
10100.0,7.432,mortgage,50500,0.40594059405940597,4,1,20500,low_risk
9800.0,7.301,own,49300,0.39148073022312374,4,0,19300,low_risk
8500.0,6.744,mortgage,44100,0.3197278911564626,3,0,14100,low_risk
9600.0,7.192,mortgage,48300,0.37888198757763975,4,0,18300,low_risk
9800.0,7.287,own,49200,0.3902439024390244,4,0,19200,low_risk
9800.0,7.28,own,49100,0.3890020366598778,4,0,19100,low_risk
8700.0,6.836,mortgage,44900,0.33184855233853006,3,0,14900,low_risk
9700.0,7.25,mortgage,48800,0.38524590163934425,4,0,18800,low_risk
7700.0,6.392,own,40700,0.2628992628992629,2,0,10700,low_risk
9900.0,7.339,mortgage,49700,0.3963782696177062,4,0,19700,low_risk
8300.0,6.645,mortgage,43100,0.3039443155452436,2,0,13100,low_risk
10600.0,7.62,rent,52300,0.42638623326959846,5,1,22300,low_risk
8300.0,6.652,own,43200,0.3055555555555556,2,0,13200,low_risk
9700.0,7.236,rent,48700,0.3839835728952772,4,0,18700,low_risk
7800.0,6.442,mortgage,41200,0.27184466019417475,2,0,11200,low_risk
9700.0,7.237,mortgage,48700,0.3839835728952772,4,0,18700,low_risk
11200.0,7.87,mortgage,54700,0.4515539305301645,5,1,24700,low_risk
11300.0,7.911,mortgage,55000,0.45454545454545453,5,1,25000,low_risk
8700.0,6.829,mortgage,44900,0.33184855233853006,3,0,14900,low_risk
8300.0,6.662,own,43300,0.3071593533487298,2,0,13300,low_risk
7600.0,6.36,mortgage,40400,0.25742574257425743,2,0,10400,low_risk
10500.0,7.578,rent,51900,0.42196531791907516,4,1,21900,low_risk
8600.0,6.78,mortgage,44400,0.32432432432432434,3,0,14400,low_risk
9000.0,6.959,rent,46100,0.3492407809110629,3,0,16100,low_risk
10200.0,7.468,mortgage,50900,0.4106090373280943,4,1,20900,low_risk
8000.0,6.529,mortgage,42000,0.2857142857142857,2,0,12000,low_risk
8800.0,6.867,mortgage,45200,0.336283185840708,3,0,15200,low_risk
8700.0,6.806,own,44600,0.3273542600896861,3,0,14600,low_risk
10700.0,7.663,own,52700,0.4307400379506641,5,1,22700,low_risk
10200.0,7.466,mortgage,50900,0.4106090373280943,4,1,20900,low_risk
9200.0,7.051,mortgage,46900,0.3603411513859275,3,0,16900,low_risk
9800.0,7.289,mortgage,49200,0.3902439024390244,4,0,19200,low_risk
10000.0,7.376,own,50000,0.4,4,1,20000,low_risk
9000.0,6.962,own,46100,0.3492407809110629,3,0,16100,low_risk
10500.0,7.596,own,52100,0.42418426103646834,4,1,22100,low_risk
9300.0,7.082,own,47200,0.3644067796610169,3,0,17200,low_risk
12800.0,8.572,own,61300,0.5106035889070146,7,1,31300,low_risk
10400.0,7.555,mortgage,51700,0.4197292069632495,4,1,21700,low_risk
9900.0,7.329,mortgage,49600,0.3951612903225806,4,0,19600,low_risk
8700.0,6.84,own,45000,0.3333333333333333,3,0,15000,low_risk
9600.0,7.199,mortgage,48300,0.37888198757763975,4,0,18300,low_risk
9900.0,7.335,mortgage,49600,0.3951612903225806,4,0,19600,low_risk
8500.0,6.724,mortgage,43900,0.31662870159453305,3,0,13900,low_risk
